txn_id,user_id,merchant_id,bank_id,txn_time,amount,status,failure_reason,bank_name,server_status,merchant_name,category,user_name,user_city,document
a91fba0a-2d31-475d-9c24-4368e1731f53,638,132,15,2025-01-30 17:35:00,2727.67,FAILED,INSUFFICIENT_FUNDS,IndusInd,DELAYED,Harris Inc,Ecommerce,Cynthia Valencia,Morantown,"
Transaction ID: a91fba0a-2d31-475d-9c24-4368e1731f53
Timestamp: 2025-01-30 17:35:00
Amount: 2727.67
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: IndusInd (Server: DELAYED)
Merchant: Harris Inc (Ecommerce)
User City: Morantown
"
3c91cf20-cc19-44f2-bdc1-5e769650eb30,124,200,13,2025-01-23 13:50:00,1678.02,FAILED,TIMEOUT,RBL,ONLINE,"Bennett, Davis and Morris",Entertainment,Willie Holmes,Andreamouth,"
Transaction ID: 3c91cf20-cc19-44f2-bdc1-5e769650eb30
Timestamp: 2025-01-23 13:50:00
Amount: 1678.02
Status: FAILED
Failure Reason: TIMEOUT
Bank: RBL (Server: ONLINE)
Merchant: Bennett, Davis and Morris (Entertainment)
User City: Andreamouth
"
fb572e27-27df-450e-b5d3-a68aa1a7e11a,268,187,7,2025-04-12 06:22:00,3609.98,FAILED,TIMEOUT,PNB,ONLINE,Compton-Flores,Grocery,Joseph Gonzales,Port Amyton,"
Transaction ID: fb572e27-27df-450e-b5d3-a68aa1a7e11a
Timestamp: 2025-04-12 06:22:00
Amount: 3609.98
Status: FAILED
Failure Reason: TIMEOUT
Bank: PNB (Server: ONLINE)
Merchant: Compton-Flores (Grocery)
User City: Port Amyton
"
4c89776b-00fa-476f-8a7e-5cb25940c80e,797,181,4,2024-12-06 21:51:00,7499.52,FAILED,INSUFFICIENT_FUNDS,Axis,ONLINE,Gardner-Deleon,Travel,Megan Smith,New Juan,"
Transaction ID: 4c89776b-00fa-476f-8a7e-5cb25940c80e
Timestamp: 2024-12-06 21:51:00
Amount: 7499.52
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: Axis (Server: ONLINE)
Merchant: Gardner-Deleon (Travel)
User City: New Juan
"
46965934-b0d3-477e-8f90-1c5fb1d0cd82,895,200,19,2024-12-18 02:09:00,2340.71,FAILED,TIMEOUT,AU Small,DELAYED,"Bennett, Davis and Morris",Entertainment,Denise Anderson,Port Samantha,"
Transaction ID: 46965934-b0d3-477e-8f90-1c5fb1d0cd82
Timestamp: 2024-12-18 02:09:00
Amount: 2340.71
Status: FAILED
Failure Reason: TIMEOUT
Bank: AU Small (Server: DELAYED)
Merchant: Bennett, Davis and Morris (Entertainment)
User City: Port Samantha
"
7a35fec9-8e65-4755-9b05-f34973f1c310,40,8,7,2025-05-22 19:13:00,7001.34,FAILED,TIMEOUT,PNB,ONLINE,Vasquez-Cochran,Health,Megan Ford,Jeremybury,"
Transaction ID: 7a35fec9-8e65-4755-9b05-f34973f1c310
Timestamp: 2025-05-22 19:13:00
Amount: 7001.34
Status: FAILED
Failure Reason: TIMEOUT
Bank: PNB (Server: ONLINE)
Merchant: Vasquez-Cochran (Health)
User City: Jeremybury
"
45725a7a-e6b5-4f6a-90df-25eacc5d6254,573,154,20,2025-05-24 10:12:00,6035.22,FAILED,CARD_DECLINED,South Indian Bank,DELAYED,"Sanchez, Parker and Long",Grocery,Natasha Wright,Jacquelinechester,"
Transaction ID: 45725a7a-e6b5-4f6a-90df-25eacc5d6254
Timestamp: 2025-05-24 10:12:00
Amount: 6035.22
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: South Indian Bank (Server: DELAYED)
Merchant: Sanchez, Parker and Long (Grocery)
User City: Jacquelinechester
"
7dc82e11-f08f-4095-ba02-fcbf5767984f,602,150,6,2024-07-11 11:21:00,7937.7,FAILED,CARD_DECLINED,Yes Bank,DOWN,"Pennington, Gonzalez and Taylor",Health,Tyler Santiago,Erikaport,"
Transaction ID: 7dc82e11-f08f-4095-ba02-fcbf5767984f
Timestamp: 2024-07-11 11:21:00
Amount: 7937.7
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: Yes Bank (Server: DOWN)
Merchant: Pennington, Gonzalez and Taylor (Health)
User City: Erikaport
"
d14c7a2d-7b88-4901-8d86-b7532e6bb4ef,170,5,17,2024-10-09 14:55:00,235.93,FAILED,INSUFFICIENT_FUNDS,Standard Chartered,DOWN,Hayes and Sons,Ecommerce,Tyler Murphy,Port Wayne,"
Transaction ID: d14c7a2d-7b88-4901-8d86-b7532e6bb4ef
Timestamp: 2024-10-09 14:55:00
Amount: 235.93
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: Standard Chartered (Server: DOWN)
Merchant: Hayes and Sons (Ecommerce)
User City: Port Wayne
"
ba5f55d5-75fd-4f6a-9ca4-3d990b8da4b4,185,46,12,2024-09-07 21:09:00,798.09,FAILED,INVALID_PIN,IDFC,ONLINE,Jordan-Lozano,Entertainment,Christopher Lutz,Maryland,"
Transaction ID: ba5f55d5-75fd-4f6a-9ca4-3d990b8da4b4
Timestamp: 2024-09-07 21:09:00
Amount: 798.09
Status: FAILED
Failure Reason: INVALID_PIN
Bank: IDFC (Server: ONLINE)
Merchant: Jordan-Lozano (Entertainment)
User City: Maryland
"
fdb61af9-e53a-483d-916a-3fc35360eda8,975,123,2,2024-09-23 20:05:00,5232.59,FAILED,INVALID_PIN,HDFC,DOWN,"Rose, Cook and Conway",Food,Taylor Carter,North Katherine,"
Transaction ID: fdb61af9-e53a-483d-916a-3fc35360eda8
Timestamp: 2024-09-23 20:05:00
Amount: 5232.59
Status: FAILED
Failure Reason: INVALID_PIN
Bank: HDFC (Server: DOWN)
Merchant: Rose, Cook and Conway (Food)
User City: North Katherine
"
8e93be68-f9dd-44a3-8eeb-3b83b8c10051,298,82,6,2025-04-14 12:42:00,9119.9,FAILED,INVALID_PIN,Yes Bank,DOWN,"Allen, Dorsey and Wilkinson",Entertainment,Cassandra Vazquez,West Garyberg,"
Transaction ID: 8e93be68-f9dd-44a3-8eeb-3b83b8c10051
Timestamp: 2025-04-14 12:42:00
Amount: 9119.9
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Yes Bank (Server: DOWN)
Merchant: Allen, Dorsey and Wilkinson (Entertainment)
User City: West Garyberg
"
86fb443f-9f69-4bd9-8378-dc87bf464d83,433,1,16,2025-01-29 23:15:00,288.99,FAILED,INVALID_PIN,UCO,DELAYED,"Mcgrath, Graham and Jensen",Travel,Amy Valdez,Rhondamouth,"
Transaction ID: 86fb443f-9f69-4bd9-8378-dc87bf464d83
Timestamp: 2025-01-29 23:15:00
Amount: 288.99
Status: FAILED
Failure Reason: INVALID_PIN
Bank: UCO (Server: DELAYED)
Merchant: Mcgrath, Graham and Jensen (Travel)
User City: Rhondamouth
"
79afbb13-fcb5-4322-b600-bb2c9d39fb22,926,66,7,2024-07-05 06:21:00,2914.06,FAILED,INSUFFICIENT_FUNDS,PNB,ONLINE,Berg-Ramos,Fashion,Stephanie Hawkins,Morrisonburgh,"
Transaction ID: 79afbb13-fcb5-4322-b600-bb2c9d39fb22
Timestamp: 2024-07-05 06:21:00
Amount: 2914.06
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: PNB (Server: ONLINE)
Merchant: Berg-Ramos (Fashion)
User City: Morrisonburgh
"
6fea61ae-7b2a-4cf1-b921-fb3af63c7472,103,119,2,2024-07-30 02:00:00,8472.44,FAILED,TIMEOUT,HDFC,DOWN,Crawford Ltd,Ecommerce,Michael Cooper,Craigchester,"
Transaction ID: 6fea61ae-7b2a-4cf1-b921-fb3af63c7472
Timestamp: 2024-07-30 02:00:00
Amount: 8472.44
Status: FAILED
Failure Reason: TIMEOUT
Bank: HDFC (Server: DOWN)
Merchant: Crawford Ltd (Ecommerce)
User City: Craigchester
"
3fc813d4-2ec9-4c7b-820b-288d3f4dff10,921,102,15,2024-09-29 04:52:00,1049.89,FAILED,INVALID_PIN,IndusInd,DELAYED,Brown-Myers,Food,Daniel Galvan,Stantonport,"
Transaction ID: 3fc813d4-2ec9-4c7b-820b-288d3f4dff10
Timestamp: 2024-09-29 04:52:00
Amount: 1049.89
Status: FAILED
Failure Reason: INVALID_PIN
Bank: IndusInd (Server: DELAYED)
Merchant: Brown-Myers (Food)
User City: Stantonport
"
41c9a865-aa73-46c4-a4cf-a4cdf276c7d2,447,103,4,2024-08-01 00:22:00,9784.54,FAILED,INVALID_PIN,Axis,ONLINE,"Clay, Wiggins and Kennedy",Ecommerce,Juan Zimmerman,West Amystad,"
Transaction ID: 41c9a865-aa73-46c4-a4cf-a4cdf276c7d2
Timestamp: 2024-08-01 00:22:00
Amount: 9784.54
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Axis (Server: ONLINE)
Merchant: Clay, Wiggins and Kennedy (Ecommerce)
User City: West Amystad
"
41713ce9-f114-4726-a1dc-c1ef1174fb43,926,56,17,2025-02-03 10:46:00,5372.91,FAILED,INSUFFICIENT_FUNDS,Standard Chartered,DOWN,Jordan-Norris,Grocery,Stephanie Hawkins,Morrisonburgh,"
Transaction ID: 41713ce9-f114-4726-a1dc-c1ef1174fb43
Timestamp: 2025-02-03 10:46:00
Amount: 5372.91
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: Standard Chartered (Server: DOWN)
Merchant: Jordan-Norris (Grocery)
User City: Morrisonburgh
"
215584fa-5620-443f-9290-37dc67515c6b,884,174,2,2025-02-11 17:17:00,6101.59,FAILED,TIMEOUT,HDFC,DOWN,"Mason, Smith and Campbell",Grocery,Brent Stanley,Lindaborough,"
Transaction ID: 215584fa-5620-443f-9290-37dc67515c6b
Timestamp: 2025-02-11 17:17:00
Amount: 6101.59
Status: FAILED
Failure Reason: TIMEOUT
Bank: HDFC (Server: DOWN)
Merchant: Mason, Smith and Campbell (Grocery)
User City: Lindaborough
"
bd033d8b-26c7-45c2-b38a-d184480f8c53,393,108,15,2025-05-23 21:55:00,1976.87,FAILED,TIMEOUT,IndusInd,DELAYED,Patterson Ltd,Health,Nancy Collins,Johnborough,"
Transaction ID: bd033d8b-26c7-45c2-b38a-d184480f8c53
Timestamp: 2025-05-23 21:55:00
Amount: 1976.87
Status: FAILED
Failure Reason: TIMEOUT
Bank: IndusInd (Server: DELAYED)
Merchant: Patterson Ltd (Health)
User City: Johnborough
"
c808a380-d3fa-4f7e-941a-a710af6a0897,388,64,9,2024-12-25 05:57:00,561.84,FAILED,INSUFFICIENT_FUNDS,Canara,DELAYED,"Davis, Callahan and Obrien",Ecommerce,Elizabeth Sanchez,Port Daniel,"
Transaction ID: c808a380-d3fa-4f7e-941a-a710af6a0897
Timestamp: 2024-12-25 05:57:00
Amount: 561.84
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: Canara (Server: DELAYED)
Merchant: Davis, Callahan and Obrien (Ecommerce)
User City: Port Daniel
"
0f064d29-4514-4c5b-83f8-c1e509987d01,74,153,14,2025-01-03 05:57:00,7921.11,FAILED,TIMEOUT,DBS,DOWN,Hernandez-Hickman,Travel,Nicholas James,Mccallfort,"
Transaction ID: 0f064d29-4514-4c5b-83f8-c1e509987d01
Timestamp: 2025-01-03 05:57:00
Amount: 7921.11
Status: FAILED
Failure Reason: TIMEOUT
Bank: DBS (Server: DOWN)
Merchant: Hernandez-Hickman (Travel)
User City: Mccallfort
"
98da8bb1-c689-4b5f-ace1-798271d27b7a,663,26,2,2025-03-06 06:19:00,1714.15,FAILED,INVALID_PIN,HDFC,DOWN,Huff PLC,Food,George Garner,Port Loriport,"
Transaction ID: 98da8bb1-c689-4b5f-ace1-798271d27b7a
Timestamp: 2025-03-06 06:19:00
Amount: 1714.15
Status: FAILED
Failure Reason: INVALID_PIN
Bank: HDFC (Server: DOWN)
Merchant: Huff PLC (Food)
User City: Port Loriport
"
ea0312bf-dd5e-4ba8-8f8b-014179cb953e,503,77,19,2025-06-27 22:42:00,721.68,FAILED,TIMEOUT,AU Small,DELAYED,Hart-Massey,Food,Timothy Morris,East Jamesshire,"
Transaction ID: ea0312bf-dd5e-4ba8-8f8b-014179cb953e
Timestamp: 2025-06-27 22:42:00
Amount: 721.68
Status: FAILED
Failure Reason: TIMEOUT
Bank: AU Small (Server: DELAYED)
Merchant: Hart-Massey (Food)
User City: East Jamesshire
"
ccda0bc7-c831-408c-9586-0161f278a5e3,730,164,5,2024-10-03 21:55:00,3302.8,FAILED,TIMEOUT,Kotak,DELAYED,Edwards Inc,Ecommerce,Trevor Johnson,Russellhaven,"
Transaction ID: ccda0bc7-c831-408c-9586-0161f278a5e3
Timestamp: 2024-10-03 21:55:00
Amount: 3302.8
Status: FAILED
Failure Reason: TIMEOUT
Bank: Kotak (Server: DELAYED)
Merchant: Edwards Inc (Ecommerce)
User City: Russellhaven
"
386a09d6-da7d-40db-aff4-f2a76cafbf50,870,96,10,2024-12-20 18:30:00,1867.65,FAILED,INVALID_PIN,Union Bank,DELAYED,Yates LLC,Fashion,John Castaneda,Brewerburgh,"
Transaction ID: 386a09d6-da7d-40db-aff4-f2a76cafbf50
Timestamp: 2024-12-20 18:30:00
Amount: 1867.65
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Union Bank (Server: DELAYED)
Merchant: Yates LLC (Fashion)
User City: Brewerburgh
"
46c28921-e74f-4d9f-95f5-3b5abbcee36f,176,133,2,2024-07-03 02:37:00,9692.46,FAILED,INVALID_PIN,HDFC,DOWN,"Martin, Allen and James",Grocery,Mark Chang,Lake Ronald,"
Transaction ID: 46c28921-e74f-4d9f-95f5-3b5abbcee36f
Timestamp: 2024-07-03 02:37:00
Amount: 9692.46
Status: FAILED
Failure Reason: INVALID_PIN
Bank: HDFC (Server: DOWN)
Merchant: Martin, Allen and James (Grocery)
User City: Lake Ronald
"
55eb67e9-9626-4ef2-8cd8-bdcef156885d,338,83,19,2024-12-21 05:09:00,7566.18,FAILED,INSUFFICIENT_FUNDS,AU Small,DELAYED,Roberts-Mcguire,Health,Thomas Copeland,Johnsonville,"
Transaction ID: 55eb67e9-9626-4ef2-8cd8-bdcef156885d
Timestamp: 2024-12-21 05:09:00
Amount: 7566.18
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: AU Small (Server: DELAYED)
Merchant: Roberts-Mcguire (Health)
User City: Johnsonville
"
00000977-93ab-4158-81a2-bb7641461bf6,363,182,5,2025-06-14 08:37:00,9190.13,FAILED,TIMEOUT,Kotak,DELAYED,Li-Bell,Fashion,James Ramirez,Alexisside,"
Transaction ID: 00000977-93ab-4158-81a2-bb7641461bf6
Timestamp: 2025-06-14 08:37:00
Amount: 9190.13
Status: FAILED
Failure Reason: TIMEOUT
Bank: Kotak (Server: DELAYED)
Merchant: Li-Bell (Fashion)
User City: Alexisside
"
b0cc3732-fad3-4b0f-a20b-82954c48a5b3,569,22,19,2025-02-14 04:16:00,5602.31,FAILED,INSUFFICIENT_FUNDS,AU Small,DELAYED,"Everett, Knox and Allen",Grocery,Troy Davidson,East Joyce,"
Transaction ID: b0cc3732-fad3-4b0f-a20b-82954c48a5b3
Timestamp: 2025-02-14 04:16:00
Amount: 5602.31
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: AU Small (Server: DELAYED)
Merchant: Everett, Knox and Allen (Grocery)
User City: East Joyce
"
947153b2-d0c5-4ebf-8376-43f13a93a146,523,195,8,2025-04-09 17:41:00,2770.63,FAILED,INSUFFICIENT_FUNDS,BOB,ONLINE,"Armstrong, Adams and Dunlap",Grocery,Jacqueline Walters,Sherryhaven,"
Transaction ID: 947153b2-d0c5-4ebf-8376-43f13a93a146
Timestamp: 2025-04-09 17:41:00
Amount: 2770.63
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: BOB (Server: ONLINE)
Merchant: Armstrong, Adams and Dunlap (Grocery)
User City: Sherryhaven
"
5a29729e-69e8-431c-b70d-b8211d820b6a,200,171,2,2025-05-14 19:20:00,4616.9,FAILED,TIMEOUT,HDFC,DOWN,"Johnson, Boyd and Fletcher",Grocery,John Dudley,West Veronica,"
Transaction ID: 5a29729e-69e8-431c-b70d-b8211d820b6a
Timestamp: 2025-05-14 19:20:00
Amount: 4616.9
Status: FAILED
Failure Reason: TIMEOUT
Bank: HDFC (Server: DOWN)
Merchant: Johnson, Boyd and Fletcher (Grocery)
User City: West Veronica
"
b51d99fc-3bea-4135-88a0-cfa89237d7ab,669,177,4,2024-10-12 03:54:00,768.24,FAILED,INVALID_PIN,Axis,ONLINE,Duffy-Vega,Grocery,Mr. Michael Leon MD,Robinsonshire,"
Transaction ID: b51d99fc-3bea-4135-88a0-cfa89237d7ab
Timestamp: 2024-10-12 03:54:00
Amount: 768.24
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Axis (Server: ONLINE)
Merchant: Duffy-Vega (Grocery)
User City: Robinsonshire
"
54f9ed00-133b-495b-8e61-859e558d762a,357,195,14,2024-11-02 09:25:00,7429.0,FAILED,INVALID_PIN,DBS,DOWN,"Armstrong, Adams and Dunlap",Grocery,Katrina Lucas,Lake Christina,"
Transaction ID: 54f9ed00-133b-495b-8e61-859e558d762a
Timestamp: 2024-11-02 09:25:00
Amount: 7429.0
Status: FAILED
Failure Reason: INVALID_PIN
Bank: DBS (Server: DOWN)
Merchant: Armstrong, Adams and Dunlap (Grocery)
User City: Lake Christina
"
419603eb-2f0a-4cad-b797-6e30575e786c,553,138,7,2025-05-09 03:55:00,9563.34,FAILED,CARD_DECLINED,PNB,ONLINE,"Stewart, Macias and Jones",Grocery,Timothy Anderson,New Rita,"
Transaction ID: 419603eb-2f0a-4cad-b797-6e30575e786c
Timestamp: 2025-05-09 03:55:00
Amount: 9563.34
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: PNB (Server: ONLINE)
Merchant: Stewart, Macias and Jones (Grocery)
User City: New Rita
"
d0f1e96c-ec47-4e67-9f3c-bd14dff1d40e,184,190,16,2024-08-16 11:38:00,3914.29,FAILED,INVALID_PIN,UCO,DELAYED,Boyd and Sons,Travel,Connie Buck,Thorntonfort,"
Transaction ID: d0f1e96c-ec47-4e67-9f3c-bd14dff1d40e
Timestamp: 2024-08-16 11:38:00
Amount: 3914.29
Status: FAILED
Failure Reason: INVALID_PIN
Bank: UCO (Server: DELAYED)
Merchant: Boyd and Sons (Travel)
User City: Thorntonfort
"
db9ac62d-1407-431e-946c-55d828f2f8dc,616,75,9,2025-04-19 13:08:00,8309.3,FAILED,CARD_DECLINED,Canara,DELAYED,Price-White,Ecommerce,Erica Boyd,Grantfort,"
Transaction ID: db9ac62d-1407-431e-946c-55d828f2f8dc
Timestamp: 2025-04-19 13:08:00
Amount: 8309.3
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: Canara (Server: DELAYED)
Merchant: Price-White (Ecommerce)
User City: Grantfort
"
4c845ab8-3e94-4fc0-aa35-86dba65cc871,653,11,8,2024-12-12 13:40:00,3530.29,FAILED,CARD_DECLINED,BOB,ONLINE,"Lopez, Watkins and Benson",Grocery,Tammy Hoover,East Cathyland,"
Transaction ID: 4c845ab8-3e94-4fc0-aa35-86dba65cc871
Timestamp: 2024-12-12 13:40:00
Amount: 3530.29
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: BOB (Server: ONLINE)
Merchant: Lopez, Watkins and Benson (Grocery)
User City: East Cathyland
"
a8cdb2ca-bb52-45ee-865c-531ee7e94d17,996,110,1,2024-08-23 03:04:00,6159.7,FAILED,TIMEOUT,ICICI,DOWN,Rogers-Hale,Food,Vanessa Hayes,Roberttown,"
Transaction ID: a8cdb2ca-bb52-45ee-865c-531ee7e94d17
Timestamp: 2024-08-23 03:04:00
Amount: 6159.7
Status: FAILED
Failure Reason: TIMEOUT
Bank: ICICI (Server: DOWN)
Merchant: Rogers-Hale (Food)
User City: Roberttown
"
09d0df4b-8ab3-44e6-8858-4c64f325c110,211,22,5,2025-06-30 23:03:00,5206.11,FAILED,INVALID_PIN,Kotak,DELAYED,"Everett, Knox and Allen",Grocery,Jocelyn Oliver,North Andrewborough,"
Transaction ID: 09d0df4b-8ab3-44e6-8858-4c64f325c110
Timestamp: 2025-06-30 23:03:00
Amount: 5206.11
Status: FAILED
Failure Reason: INVALID_PIN
Bank: Kotak (Server: DELAYED)
Merchant: Everett, Knox and Allen (Grocery)
User City: North Andrewborough
"
daeb03ca-4dfb-4ae1-90e2-d9a474b8f0e3,575,151,16,2024-10-01 08:20:00,2990.7,FAILED,INVALID_PIN,UCO,DELAYED,"Turner, Cole and Pena",Health,Jennifer Pratt,West April,"
Transaction ID: daeb03ca-4dfb-4ae1-90e2-d9a474b8f0e3
Timestamp: 2024-10-01 08:20:00
Amount: 2990.7
Status: FAILED
Failure Reason: INVALID_PIN
Bank: UCO (Server: DELAYED)
Merchant: Turner, Cole and Pena (Health)
User City: West April
"
b8bba703-8d4c-45eb-b7d1-b4a31ad425be,172,119,18,2025-04-12 04:33:00,5214.01,FAILED,INSUFFICIENT_FUNDS,City Union,DOWN,Crawford Ltd,Ecommerce,Tyrone Valentine,South Marystad,"
Transaction ID: b8bba703-8d4c-45eb-b7d1-b4a31ad425be
Timestamp: 2025-04-12 04:33:00
Amount: 5214.01
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: City Union (Server: DOWN)
Merchant: Crawford Ltd (Ecommerce)
User City: South Marystad
"
8797e76f-1119-4736-84df-0f9234ab1f54,758,149,11,2025-02-08 06:04:00,8114.95,FAILED,CARD_DECLINED,HSBC,DELAYED,Moore-Richardson,Ecommerce,Scott Clark,Kimberlyshire,"
Transaction ID: 8797e76f-1119-4736-84df-0f9234ab1f54
Timestamp: 2025-02-08 06:04:00
Amount: 8114.95
Status: FAILED
Failure Reason: CARD_DECLINED
Bank: HSBC (Server: DELAYED)
Merchant: Moore-Richardson (Ecommerce)
User City: Kimberlyshire
"
1da4f266-78a0-4ec8-92a7-f2892d2b60d1,358,120,20,2025-04-01 05:20:00,4486.36,FAILED,INSUFFICIENT_FUNDS,South Indian Bank,DELAYED,Roach-Edwards,Grocery,Matthew Meyer,Port Eric,"
Transaction ID: 1da4f266-78a0-4ec8-92a7-f2892d2b60d1
Timestamp: 2025-04-01 05:20:00
Amount: 4486.36
Status: FAILED
Failure Reason: INSUFFICIENT_FUNDS
Bank: South Indian Bank (Server: DELAYED)
Merchant: Roach-Edwards (Grocery)
User City: Port Eric
"
